,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
1134,91,Saturn Ramenskoe,Premier Liga,£2.43m,15,£225k,20,"-2,45 Mill. £",2004.0
1135,92,FC Copenhagen,Superligaen,£2.39m,9,£3.87m,11,"1,65 Mill. £",2004.0
1136,93,Spartak Vladikavkaz,Premier Liga,£2.39m,22,£675k,26,"-1,90 Mill. £",2004.0
1137,94,Académica Coimbra,Liga NOS,£2.34m,25,-,24,"-2,60 Mill. £",2004.0
1138,95,1.FSV Mainz 05,Bundesliga,£2.34m,10,£585k,12,"-1,95 Mill. £",2004.0
1139,96,Tigres UANL,Mexico,£2.32m,12,-,6,"-2,58 Mill. £",2004.0
1140,97,Tiburones Rojos de Veracruz,Mexico,£2.25m,16,-,13,"-2,50 Mill. £",2004.0
1141,98,FC Toulouse,Ligue 1,£2.25m,17,-,15,"-2,50 Mill. £",2004.0
1142,99,Genoa CFC,Serie B,£2.16m,30,£5.22m,35,"3,40 Mill. £",2004.0
1143,100,Panathinaikos Athens,Super League,£2.12m,33,£5.24m,21,"3,47 Mill. £",2004.0
1145,101,UC Sampdoria,Serie A,£2.07m,21,-,22,"-2,30 Mill. £",2004.0
1146,102,1.FC Nuremberg,Bundesliga,£2.03m,14,£135k,18,"-2,10 Mill. £",2004.0
1147,103,SC Braga,Liga NOS,£2.03m,28,£8.46m,26,"7,15 Mill. £",2004.0
1148,104,AC Sparta Praha,Fortuna Liga,£1.98m,17,£6.39m,19,"4,90 Mill. £",2004.0
1149,105,FC Empoli,Serie B,£1.98m,19,£90k,21,"-2,10 Mill. £",2004.0
1150,106,Al-Nasr (Dubai),United Arab Emirates,£1.97m,6,£27k,9,"-2,16 Mill. £",2004.0
1151,107,Leicester City,Championship,£1.96m,29,£1.72m,32,-260 Th. £,2004.0
1152,108,VfB Stuttgart,Bundesliga,£1.94m,8,£3.83m,10,"2,10 Mill. £",2004.0
1153,109,Parma FC,Serie A,£1.87m,36,£21.87m,33,"22,22 Mill. £",2004.0
1154,110,FC Groningen,Eredivisie,£1.85m,14,-,9,"-2,05 Mill. £",2004.0
1155,111,AS Bari,Serie B,£1.80m,35,-,26,"-2,00 Mill. £",2004.0
1156,112,CF Pachuca,Mexico,£1.80m,19,£4.86m,10,"3,40 Mill. £",2004.0
1157,113,Suwon Samsung Bluewings FC,"Korea, South",£1.80m,12,£2.32m,19,575 Th. £,2004.0
1158,114,Al Rayyan Sports Club,Qatar,£1.80m,6,-,4,"-2,00 Mill. £",2004.0
1159,115,Hannover 96,Bundesliga,£1.69m,23,£585k,20,"-1,23 Mill. £",2004.0
1160,116,Preston North End,Championship,£1.69m,31,£4.79m,32,"3,45 Mill. £",2004.0
1161,117,Krylya Sovetov Samara,Premier Liga,£1.64m,9,-,6,"-1,83 Mill. £",2004.0
1162,118,Wigan Athletic,Championship,£1.62m,19,-,17,"-1,80 Mill. £",2004.0
1163,119,RSC Anderlecht,Jupiler Pro League,£1.62m,10,£2.03m,9,450 Th. £,2004.0
1164,120,Shimizu S-Pulse,J1 League,£1.60m,15,-,8,"-1,78 Mill. £",2004.0
1165,121,FC Litex Lovetch,Bulgaria,£1.41m,12,£270k,15,"-1,27 Mill. £",2004.0
1166,122,FC Girondins Bordeaux,Ligue 1,£1.40m,16,£7.20m,22,"6,44 Mill. £",2004.0
1167,123,Hertha BSC,Bundesliga,£1.40m,11,£1.15m,11,-275 Th. £,2004.0
1168,124,Poli AEK,Liga 1,£1.40m,17,£315k,10,"-1,20 Mill. £",2004.0
1169,125,SM Caen,Ligue 1,£1.38m,9,-,7,"-1,53 Mill. £",2004.0
1171,126,SC Heerenveen,Eredivisie,£1.37m,23,£2.62m,22,"1,39 Mill. £",2004.0
1172,127,Dinamo Bukarest,Liga 1,£1.37m,21,£1.73m,17,400 Th. £,2004.0
1173,128,West Ham United,Championship,£1.36m,26,£4.73m,30,"3,74 Mill. £",2004.0
1174,129,Manchester City,Premier League,£1.35m,18,£10.31m,19,"9,95 Mill. £",2004.0
1175,130,Helsingborgs IF,Allsvenskan,£1.35m,8,-,12,"-1,50 Mill. £",2004.0
1176,131,RC Strasbourg Alsace,Ligue 1,£1.35m,17,£1.67m,17,350 Th. £,2004.0
1177,132,HNK Hajduk Split,Croatia,£1.35m,36,£495k,25,-950 Th. £,2004.0
1178,133,SK Brann,Eliteserien,£1.31m,11,£1.80m,9,545 Th. £,2004.0
1179,134,Sunderland AFC,Championship,£1.30m,18,-,24,"-1,45 Mill. £",2004.0
1180,135,Arminia Bielefeld,Bundesliga,£1.28m,17,£180k,14,"-1,22 Mill. £",2004.0
1181,136,Club Brugge KV,Jupiler Pro League,£1.26m,10,£824k,10,-485 Th. £,2004.0
1182,137,SC Freiburg,Bundesliga,£1.26m,10,£45k,6,"-1,35 Mill. £",2004.0
1183,138,FC Twente Enschede,Eredivisie,£1.26m,20,£270k,18,"-1,10 Mill. £",2004.0
1184,139,Los Angeles Galaxy,MLS,£1.26m,15,-,9,"-1,40 Mill. £",2004.0
1185,140,Bolton Wanderers,Premier League,£1.24m,27,£338k,28,"-1,00 Mill. £",2004.0
1186,141,GNK Dinamo Zagreb,Croatia,£1.22m,32,£2.57m,29,"1,51 Mill. £",2004.0
1187,142,Olympiacos Piraeus,Super League,£1.17m,19,-,14,"-1,30 Mill. £",2004.0
1188,143,Club Atlético River Plate,Argentina,£1.13m,25,£16.47m,23,"17,05 Mill. £",2004.0
1189,144,Fluminense Football Club,Série A,£1.12m,28,£2.21m,19,"1,21 Mill. £",2004.0
1190,145,KAA Gent,Jupiler Pro League,£1.10m,31,-,31,"-1,22 Mill. £",2004.0
1191,146,Bröndby IF,Superligaen,£1.10m,10,£3.44m,9,"2,60 Mill. £",2004.0
1192,147,Puebla FC,Mexico,£1.08m,19,-,11,"-1,20 Mill. £",2004.0
1193,148,AS Saint-Étienne,Ligue 1,£1.08m,19,-,22,"-1,20 Mill. £",2004.0
1194,149,Reading FC,Championship,£1.08m,14,-,17,"-1,20 Mill. £",2004.0
1195,150,KRC Genk,Jupiler Pro League,£1.08m,19,£3.56m,20,"2,75 Mill. £",2004.0
1197,151,Racing Santander,LaLiga,£1.03m,18,-,18,"-1,14 Mill. £",2004.0
1198,152,Wisla Kraków,Ekstraklasa,£1.01m,29,£2.97m,18,"2,18 Mill. £",2004.0
1199,153,Rapid Bucharest,Liga 1,£990k,19,£158k,15,-925 Th. £,2004.0
1200,154,Alemannia Aachen,2.Bundesliga,£968k,15,£450k,14,-575 Th. £,2004.0
1201,155,Hull City,League One,£968k,18,-,13,"-1,08 Mill. £",2004.0
1202,156,AEK Athens,Super League,£945k,20,£450k,24,-550 Th. £,2004.0
1203,157,KSC Lokeren,Jupiler Pro League,£945k,17,-,21,"-1,05 Mill. £",2004.0
1204,158,Servette FC,Super League,£900k,24,-,36,"-1,00 Mill. £",2004.0
1205,159,Vegalta Sendai,J2 League,£900k,14,-,11,"-1,00 Mill. £",2004.0
1206,160,Bologna FC 1909,Serie A,£900k,24,£612k,20,-320 Th. £,2004.0
1207,161,Burnley FC,Championship,£887k,17,£4.46m,17,"3,97 Mill. £",2004.0
1208,162,LOSC Lille,Ligue 1,£862k,19,£9.63m,22,"9,74 Mill. £",2004.0
1209,163,Shandong Luneng Taishan,China,£855k,3,-,3,-950 Th. £,2004.0
1210,164,Plymouth Argyle,Championship,£855k,19,£239k,18,-685 Th. £,2004.0
1211,165,Kuban Krasnodar,Russia,£855k,22,£45k,25,-900 Th. £,2004.0
1212,166,Juventus Primavera,Italy,£855k,6,-,9,-950 Th. £,2004.0
1213,167,El Ahly Cairo,Premier League,£828k,9,-,7,-920 Th. £,2004.0
1214,168,Djurgardens IF,Allsvenskan,£810k,12,£2.77m,19,"2,18 Mill. £",2004.0
1215,169,Örgryte IS,Allsvenskan,£810k,12,-,9,-900 Th. £,2004.0
1216,170,FC Heartland,Nigeria,£810k,2,£630k,1,-200 Th. £,2004.0
1217,171,Panionios Athens,Super League,£810k,23,-,19,-900 Th. £,2004.0
1218,172,Cádiz CF,LaLiga2,£810k,7,-,8,-900 Th. £,2004.0
1219,173,Terek Grozny,Premier Liga,£788k,18,-,15,-875 Th. £,2004.0
1220,174,Iraklis Thessaloniki,Super League,£765k,13,-,15,-850 Th. £,2004.0
1221,175,Rot-Weiss Essen,2.Bundesliga,£756k,19,£180k,19,-640 Th. £,2004.0
1223,176,Sport Club Internacional,Série A,£720k,22,£5.18m,21,"4,95 Mill. £",2004.0
1224,177,Real Zaragoza,LaLiga,£720k,12,-,13,-800 Th. £,2004.0
1225,178,Millwall FC,Championship,£680k,26,£1.98m,31,"1,45 Mill. £",2004.0
1226,179,Qingdao Jonoon,China,£675k,4,£612k,6,-70 Th. £,2004.0
1227,180,Málaga CF,LaLiga,£675k,7,£3.33m,11,"2,95 Mill. £",2004.0
1228,181,JEF United Chiba,J1 League,£675k,15,-,9,-750 Th. £,2004.0
1229,182,FC Porto B,Portugal,£675k,13,-,10,-750 Th. £,2004.0
1230,183,Chunnam Dragons,"Korea, South",£675k,17,-,13,-750 Th. £,2004.0
1231,184,Metalurh Donetsk,Premier Liga,£630k,12,£2.25m,9,"1,80 Mill. £",2004.0
1232,185,Sheriff Tiraspol,Moldova,£630k,16,£630k,16,+-0,2004.0
1233,186,Elche CF,LaLiga2,£630k,19,-,19,-700 Th. £,2004.0
1234,187,Bnei Yehuda Tel Aviv,Ligat ha'Al,£630k,5,-,5,-700 Th. £,2004.0
1235,188,Cagliari Calcio,Serie A,£630k,16,-,13,-700 Th. £,2004.0
1236,189,Beijing Guoan,China,£621k,3,-,1,-690 Th. £,2004.0
1237,190,TSV 1860 Munich,2.Bundesliga,£585k,20,£6.75m,18,"6,85 Mill. £",2004.0
1238,191,Shenzhen Jianlibao,China,£540k,3,£1.25m,6,785 Th. £,2004.0
1239,192,AEK Larnaca,Cyprus,£540k,13,-,8,-600 Th. £,2004.0
1240,193,PAOK Thessaloniki,Super League,£540k,17,-,24,-600 Th. £,2004.0
1241,194,Luton Town,League One,£540k,11,-,10,-600 Th. £,2004.0
1242,195,Goiás Esporte Clube,Série A,£540k,15,-,15,-600 Th. £,2004.0
1243,196,Atvidabergs FF,Sweden,£518k,9,-,1,-575 Th. £,2004.0
1244,197,1.FC Kaiserslautern,Bundesliga,£495k,14,£5.40m,17,"5,45 Mill. £",2004.0
1245,198,FC Hansa Rostock,Bundesliga,£495k,9,£450k,8,-50 Th. £,2004.0
1246,199,FC Energie Cottbus,2.Bundesliga,£495k,11,£720k,11,250 Th. £,2004.0
1247,200,Red Star Belgrade,SuperLiga,£468k,20,£5.95m,17,"6,09 Mill. £",2004.0
1249,201,Nottingham Forest,Championship,£468k,22,£14.18m,24,"15,23 Mill. £",2004.0
1250,202,Dinamo Tbilisi,Erovnuli Liga (bis 2016/17),£450k,17,£198k,17,-280 Th. £,2004.0
1251,203,Maccabi Haifa,Ligat ha'Al,£450k,9,£450k,9,+-0,2004.0
1252,204,Montreal Impact,Canada,£450k,6,£293k,4,-175 Th. £,2004.0
1253,205,Santos Laguna,Mexico,£450k,10,£1.62m,16,"1,30 Mill. £",2004.0
1254,206,Eintracht Frankfurt,2.Bundesliga,£450k,13,£135k,16,-350 Th. £,2004.0
1255,207,CD Numancia,LaLiga,£450k,19,-,17,-500 Th. £,2004.0
1256,208,ASG Nocerina,Italy,£450k,17,-,16,-500 Th. £,2004.0
1257,209,Sociedade Esportiva Palmeiras,Série A,£450k,19,£7.20m,20,"7,51 Mill. £",2004.0
1258,210,Brescia Primavera,Italy,£450k,2,-,8,-500 Th. £,2004.0
1259,211,Grazer AK,Bundesliga,£450k,15,£270k,13,-200 Th. £,2004.0
1260,212,Sheffield United,Championship,£441k,29,£72k,25,-410 Th. £,2004.0
1261,213,Torpedo Moscow,Premier Liga,£437k,9,£1.80m,9,"1,52 Mill. £",2004.0
1262,214,CSKA Sofia,Bulgaria,£405k,10,£540k,15,150 Th. £,2004.0
1263,215,Büyüksehir Belediyesi Ankaraspor,Süper Lig,£405k,33,-,31,-450 Th. £,2004.0
1264,216,Molde FK,Eliteserien,£405k,6,£765k,11,400 Th. £,2004.0
1265,217,FC Zürich,Super League,£405k,14,-,13,-450 Th. £,2004.0
1266,218,Hubei Greenery,China,£392k,2,£7k,1,-428 Th. £,2004.0
1267,219,1. FC Köln,2.Bundesliga,£383k,13,-,13,-425 Th. £,2004.0
1268,220,Shinnik Yaroslavl,Premier Liga,£374k,20,£1.20m,21,915 Th. £,2004.0
1269,221,Manchester United U18,England,£369k,5,-,11,-410 Th. £,2004.0
1270,222,Spezia Calcio 1906,Serie C - A,£360k,20,-,27,-400 Th. £,2004.0
1271,223,RC Lens U19,France,£360k,1,-,1,-400 Th. £,2004.0
1272,224,Vorskla Poltava,Premier Liga,£360k,20,£360k,23,+-0,2004.0
1273,225,FC Messina Peloro,Serie A,£360k,24,-,18,-400 Th. £,2004.0
1275,226,Al-Ittihad Jeddah,Saudi Arabia,£360k,10,-,5,-400 Th. £,2004.0
1276,227,Bristol City,League One,£360k,28,£140k,25,-245 Th. £,2004.0
1277,228,AC Siena,Serie A,£360k,28,£270k,30,-100 Th. £,2004.0
1278,229,US Créteil-Lusitanos,Ligue 2,£360k,18,-,14,-400 Th. £,2004.0
1279,230,São Paulo Futebol Clube,Série A,£360k,21,£8.55m,17,"9,10 Mill. £",2004.0
1280,231,Legia Warszawa,Ekstraklasa,£347k,18,-,10,-385 Th. £,2004.0
1281,232,Shelbourne FC,Ireland,£338k,15,-,7,-375 Th. £,2004.0
1282,233,Watford FC,Championship,£338k,17,£248k,19,-100 Th. £,2004.0
1283,234,AO Kerkyra,Super League,£338k,24,-,21,-375 Th. £,2004.0
1284,235,Ipswich Town,Championship,£338k,15,£608k,19,300 Th. £,2004.0
1285,236,SK Sturm Graz,Bundesliga,£324k,13,£315k,13,-10 Th. £,2004.0
1286,237,Arsenal FC U18,England,£315k,5,£5k,11,-345 Th. £,2004.0
1287,238,Coventry City,Championship,£315k,30,£2.30m,35,"2,20 Mill. £",2004.0
1288,239,GIF Sundsvall,Allsvenskan,£293k,7,-,2,-325 Th. £,2004.0
1289,240,Dyskobolia Grodzisk Wielkopolski,Ekstraklasa,£288k,19,£2.39m,22,"2,33 Mill. £",2004.0
1290,241,Enyimba Aba,Nigeria,£270k,6,£135k,7,-150 Th. £,2004.0
1291,242,VVV-Venlo,Keuken Kampioen Divisie,£270k,9,-,12,-300 Th. £,2004.0
1292,243,Luch Vladivostok,Russia,£270k,20,£630k,24,400 Th. £,2004.0
1293,244,Zaglebie Lubin,Ekstraklasa,£270k,14,-,15,-300 Th. £,2004.0
1294,245,Manning Rangers,South Africa,£270k,4,-,5,-300 Th. £,2004.0
1295,246,Amkar Perm,Premier Liga,£270k,9,-,5,-300 Th. £,2004.0
1296,247,SR Delémont,1.Liga gr. 2,£270k,5,-,14,-300 Th. £,2004.0
1297,248,Maccabi Tel Aviv,Ligat ha'Al,£270k,15,£1.17m,10,995 Th. £,2004.0
1298,249,Akademisk Boldklub,NordicBet LIGA,£270k,12,£990k,14,800 Th. £,2004.0
1299,250,FC Artmedia Bratislava,Fortuna Liga,£270k,12,-,10,-300 Th. £,2004.0
1301,1,Chelsea FC,Premier League,£82.35m,20,£30.69m,20,"-57,40 Mill. £",2005.0
1302,2,Real Madrid,LaLiga,£80.55m,20,£38.79m,10,"-46,40 Mill. £",2005.0
1303,3,Newcastle United,Premier League,£55.13m,18,£27.81m,16,"-30,35 Mill. £",2005.0
1304,4,Dinamo Moscow,Premier Liga,£52.65m,21,£1.49m,21,"-56,85 Mill. £",2005.0
1305,5,Olympique Lyon,Ligue 1,£44.64m,21,£39.06m,15,"-6,20 Mill. £",2005.0
1306,6,Arsenal FC,Premier League,£41.40m,22,£22.50m,19,"-21,00 Mill. £",2005.0
1307,7,Liverpool FC,Premier League,£39.65m,30,£17.14m,27,"-25,02 Mill. £",2005.0
1308,8,Tottenham Hotspur,Premier League,£32.86m,29,£20.39m,27,"-13,86 Mill. £",2005.0
1309,9,ACF Fiorentina,Serie A,£31.05m,26,£9.17m,30,"-24,31 Mill. £",2005.0
1310,10,AC Milan,Serie A,£30.15m,38,£10.80m,26,"-21,50 Mill. £",2005.0
1311,11,Everton FC,Premier League,£29.27m,16,£6.30m,14,"-25,53 Mill. £",2005.0
1312,12,Manchester United,Premier League,£28.62m,26,£7.11m,28,"-23,90 Mill. £",2005.0
1313,13,Juventus FC,Serie A,£27.35m,44,£12.63m,31,"-16,36 Mill. £",2005.0
1314,14,FC Internazionale,Serie A,£27.00m,46,£20.39m,35,"-7,35 Mill. £",2005.0
1315,15,Atlético Madrid,LaLiga,£23.85m,23,£4.77m,20,"-21,20 Mill. £",2005.0
1316,16,Sevilla FC,LaLiga,£20.70m,14,£42.30m,15,"24,00 Mill. £",2005.0
1317,17,Valencia CF,LaLiga,£20.56m,32,£11.16m,19,"-10,44 Mill. £",2005.0
1318,18,West Ham United,Premier League,£19.43m,33,£495k,32,"-21,04 Mill. £",2005.0
1319,19,US Palermo,Serie A,£18.54m,30,£9.00m,29,"-10,60 Mill. £",2005.0
1320,20,Lokomotiv Moscow,Premier Liga,£17.46m,22,£1.49m,16,"-17,75 Mill. £",2005.0
1321,21,FC Porto,Liga NOS,£16.47m,42,£43.92m,33,"30,50 Mill. £",2005.0
1322,22,Paris Saint-Germain,Ligue 1,£16.38m,18,£11.18m,15,"-5,78 Mill. £",2005.0
1323,23,Sport Club Corinthians Paulista,Série A,£15.84m,27,£5.15m,27,"-11,88 Mill. £",2005.0
1324,24,Aston Villa,Premier League,£14.89m,18,£5.76m,15,"-10,14 Mill. £",2005.0
1325,25,Portsmouth FC,Premier League,£14.83m,41,£8.91m,35,"-6,58 Mill. £",2005.0
1327,26,Wigan Athletic,Premier League,£14.19m,17,£5.06m,19,"-10,15 Mill. £",2005.0
1328,27,Spartak Moscow,Premier Liga,£13.95m,11,£14.85m,11,"1,00 Mill. £",2005.0
1329,28,Ajax Amsterdam,Eredivisie,£13.95m,19,£11.93m,18,"-2,25 Mill. £",2005.0
1330,29,Olympique Marseille,Ligue 1,£13.80m,41,£12.47m,33,"-1,48 Mill. £",2005.0
1331,30,West Bromwich Albion,Premier League,£13.77m,17,£8.17m,19,"-6,23 Mill. £",2005.0
1332,31,RCD Espanyol Barcelona,LaLiga,£13.70m,16,£5.94m,18,"-8,63 Mill. £",2005.0
1333,32,SV Werder Bremen,Bundesliga,£13.67m,17,£9.90m,13,"-4,19 Mill. £",2005.0
1334,33,FC Schalke 04,Bundesliga,£12.78m,11,£7.27m,12,"-6,13 Mill. £",2005.0
1335,34,Middlesbrough FC,Premier League,£12.56m,20,-,12,"-13,96 Mill. £",2005.0
1336,35,Shakhtar Donetsk,Premier Liga,£12.20m,15,£360k,13,"-13,16 Mill. £",2005.0
1337,36,Stade Rennais FC,Ligue 1,£11.52m,16,£3.33m,12,"-9,10 Mill. £",2005.0
1338,37,Celtic FC,Premiership,£11.25m,18,£1.35m,17,"-11,00 Mill. £",2005.0
1339,38,Manchester City,Premier League,£11.23m,17,£29.25m,16,"20,03 Mill. £",2005.0
1340,39,Villarreal CF,LaLiga,£10.71m,11,£12.02m,7,"1,45 Mill. £",2005.0
1341,40,Parma FC,Serie A,£10.49m,25,£23.63m,26,"14,60 Mill. £",2005.0
1342,41,VfB Stuttgart,Bundesliga,£10.40m,15,£26.10m,17,"17,45 Mill. £",2005.0
1343,42,FC Toulouse,Ligue 1,£10.26m,9,-,12,"-11,40 Mill. £",2005.0
1344,43,Bayern Munich,Bundesliga,£10.08m,7,£6.35m,7,"-4,15 Mill. £",2005.0
1345,44,Saturn Ramenskoe,Premier Liga,£9.45m,22,£720k,18,"-9,70 Mill. £",2005.0
1346,45,Red Bull Salzburg,Bundesliga,£9.14m,20,-,17,"-10,15 Mill. £",2005.0
1347,46,VfL Wolfsburg,Bundesliga,£8.98m,14,£11.97m,13,"3,33 Mill. £",2005.0
1348,47,Hamburger SV,Bundesliga,£8.78m,19,£3.24m,16,"-6,15 Mill. £",2005.0
1349,48,AS Saint-Étienne,Ligue 1,£8.46m,18,-,15,"-9,40 Mill. £",2005.0
1350,49,Blackburn Rovers,Premier League,£8.46m,24,£2.43m,24,"-6,70 Mill. £",2005.0
1351,50,Fenerbahce SK,Süper Lig,£8.28m,8,-,9,"-9,20 Mill. £",2005.0
1353,51,Charlton Athletic,Premier League,£8.19m,31,£5.14m,23,"-3,39 Mill. £",2005.0
1354,52,Besiktas JK,Süper Lig,£8.16m,32,£9.68m,28,"1,68 Mill. £",2005.0
1355,53,RCD Mallorca,LaLiga,£8.10m,23,£4.50m,27,"-4,00 Mill. £",2005.0
1356,54,Al Sadd Sports Club,Qatar,£8.10m,9,£2.70m,6,"-6,00 Mill. £",2005.0
1357,55,Club Atlético River Plate,Torneo Final,£8.03m,33,£27.49m,29,"21,62 Mill. £",2005.0
1358,56,Club Atlético Boca Juniors,Torneo Final,£7.51m,34,£833k,31,"-7,42 Mill. £",2005.0
1359,57,Birmingham City,Premier League,£7.29m,31,£7.16m,27,-150 Th. £,2005.0
1360,58,Sporting CP,Liga NOS,£7.20m,43,£6.98m,33,-250 Th. £,2005.0
1361,59,Torino FC,Serie B,£6.83m,41,£90k,37,"-7,49 Mill. £",2005.0
1362,60,Trabzonspor,Süper Lig,£6.75m,33,£3.60m,23,"-3,50 Mill. £",2005.0
1363,61,FC Sochaux-Montbéliard,Ligue 1,£6.75m,21,£12.33m,19,"6,20 Mill. £",2005.0
1364,62,Real Zaragoza,LaLiga,£6.30m,14,£13.05m,14,"7,50 Mill. £",2005.0
1365,63,RC Lens,Ligue 1,£6.30m,18,£5.85m,20,-500 Th. £,2005.0
1366,64,Sheffield United,Championship,£6.14m,52,£1.78m,43,"-4,85 Mill. £",2005.0
1367,65,RSC Anderlecht,Jupiler Pro League,£6.12m,21,£4.59m,19,"-1,71 Mill. £",2005.0
1368,66,Manisaspor,Süper Lig,£6.12m,20,-,28,"-6,80 Mill. £",2005.0
1369,67,PSV Eindhoven,Eredivisie,£6.08m,29,£14.07m,21,"8,88 Mill. £",2005.0
1370,68,Fulham FC,Premier League,£5.90m,27,£4.16m,27,"-1,93 Mill. £",2005.0
1371,69,Kashiwa Reysol,J2 League,£5.85m,24,-,20,"-6,50 Mill. £",2005.0
1372,70,Crystal Palace,Championship,£5.81m,12,£2.97m,12,"-3,15 Mill. £",2005.0
1373,71,Bolton Wanderers,Premier League,£5.58m,15,-,17,"-6,20 Mill. £",2005.0
1374,72,Al-Ittihad Jeddah,Saudi Arabia,£5.58m,15,£225k,14,"-5,95 Mill. £",2005.0
1375,73,AS Monaco,Ligue 1,£5.49m,27,£19.35m,23,"15,40 Mill. £",2005.0
1376,74,Le Mans Union Club 72,Ligue 1,£5.45m,21,£2.70m,21,"-3,05 Mill. £",2005.0
1377,75,Al-Hilal Riyadh,Saudi Arabia,£5.40m,5,-,5,"-6,00 Mill. £",2005.0
1379,76,SS Lazio,Serie A,£5.40m,27,£1.80m,32,"-4,00 Mill. £",2005.0
1380,77,Sunderland AFC,Premier League,£5.33m,24,£1.28m,27,"-4,50 Mill. £",2005.0
1381,78,Leeds United,Championship,£5.29m,22,£1.42m,24,"-4,30 Mill. £",2005.0
1382,79,Norwich City,Championship,£5.24m,20,£12.14m,21,"7,67 Mill. £",2005.0
1383,80,SL Benfica,Liga NOS,£5.22m,44,£8.82m,28,"4,00 Mill. £",2005.0
1384,81,Udinese Calcio,Serie A,£5.22m,53,£25.20m,34,"22,20 Mill. £",2005.0
1385,82,Austria Vienna,Bundesliga,£5.09m,22,£1.82m,18,"-3,63 Mill. £",2005.0
1386,83,1. FC Köln,Bundesliga,£5.00m,21,£360k,19,"-5,15 Mill. £",2005.0
1387,84,Real Betis Balompié,LaLiga,£4.95m,15,-,14,"-5,50 Mill. £",2005.0
1388,85,Zenit St. Petersburg,Premier Liga,£4.91m,12,£4.14m,11,-850 Th. £,2005.0
1389,86,Deportivo Guadalajara,Mexico,£4.91m,15,£2.70m,12,"-2,45 Mill. £",2005.0
1390,87,RC Strasbourg Alsace,Ligue 1,£4.86m,21,£7.20m,18,"2,60 Mill. £",2005.0
1391,88,Dynamo Kyiv,Premier Liga,£4.86m,16,£900k,11,"-4,40 Mill. £",2005.0
1392,89,FC Nantes,Ligue 1,£4.86m,22,£225k,18,"-5,15 Mill. £",2005.0
1393,90,Hannover 96,Bundesliga,£4.82m,16,£270k,18,"-5,05 Mill. £",2005.0
1394,91,Borussia Mönchengladbach,Bundesliga,£4.64m,19,£2.16m,20,"-2,75 Mill. £",2005.0
1395,92,FC Girondins Bordeaux,Ligue 1,£4.50m,19,£11.25m,19,"7,50 Mill. £",2005.0
1396,93,AJ Auxerre,Ligue 1,£4.50m,11,£15.75m,12,"12,50 Mill. £",2005.0
1397,94,Cagliari Calcio,Serie A,£4.50m,14,-,19,"-5,00 Mill. £",2005.0
1398,95,Deportivo de La Coruña,LaLiga,£4.50m,17,£18.16m,8,"15,18 Mill. £",2005.0
1399,96,CSKA Moscow,Premier Liga,£4.50m,13,£405k,12,"-4,55 Mill. £",2005.0
1400,97,OGC Nice,Ligue 1,£4.28m,22,£225k,19,"-4,50 Mill. £",2005.0
1401,98,Red Star Belgrade,SuperLiga,£4.17m,26,£1.14m,21,"-3,36 Mill. £",2005.0
1402,99,Racing Santander,LaLiga,£4.14m,21,£5.81m,21,"1,85 Mill. £",2005.0
1403,100,LOSC Lille,Ligue 1,£3.96m,11,-,9,"-4,40 Mill. £",2005.0
1405,101,Bröndby IF,Superligaen,£3.83m,12,£14.75m,11,"12,13 Mill. £",2005.0
1406,102,Galatasaray SK,Süper Lig,£3.83m,18,£900k,12,"-3,25 Mill. £",2005.0
1407,103,Bayer 04 Leverkusen,Bundesliga,£3.82m,16,£5.23m,13,"1,57 Mill. £",2005.0
1408,104,Tom Tomsk,Premier Liga,£3.81m,14,-,19,"-4,24 Mill. £",2005.0
1409,105,Eintracht Frankfurt,Bundesliga,£3.62m,15,-,14,"-4,03 Mill. £",2005.0
1410,106,FK Moskau,Premier Liga,£3.60m,14,£180k,15,"-3,80 Mill. £",2005.0
1411,107,Hull City,Championship,£3.56m,22,£68k,22,"-3,89 Mill. £",2005.0
1412,108,Nottingham Forest,League One,£3.56m,28,£585k,23,"-3,30 Mill. £",2005.0
1413,109,Torpedo Moscow,Premier Liga,£3.56m,14,£7.11m,12,"3,95 Mill. £",2005.0
1414,110,Panathinaikos Athens,Super League,£3.51m,34,£765k,30,"-3,05 Mill. £",2005.0
1415,111,Politehnica Timisoara,Liga 1,£3.47m,27,£342k,21,"-3,48 Mill. £",2005.0
1416,112,Southampton FC,Championship,£3.47m,40,£26.93m,42,"26,08 Mill. £",2005.0
1417,113,Arminia Bielefeld,Bundesliga,£3.42m,14,£3.35m,20,-75 Th. £,2005.0
1418,114,FC Basel 1893,Super League,£3.33m,16,£5.40m,14,"2,30 Mill. £",2005.0
1419,115,AZ Alkmaar,Eredivisie,£3.29m,14,£8.73m,14,"6,05 Mill. £",2005.0
1420,116,Olympiacos Piraeus,Super League,£3.29m,17,-,15,"-3,65 Mill. £",2005.0
1421,117,Real Sociedad,LaLiga,£3.15m,14,£4.32m,10,"1,30 Mill. £",2005.0
1422,118,Feyenoord Rotterdam,Eredivisie,£3.06m,47,£8.82m,32,"6,40 Mill. £",2005.0
1423,119,Arsenal FC U18,England,£2.93m,4,-,12,"-3,25 Mill. £",2005.0
1424,120,Wolverhampton Wanderers,Championship,£2.81m,29,£5.93m,31,"3,47 Mill. £",2005.0
1425,121,Santos FC,Série A,£2.70m,42,£26.06m,39,"25,96 Mill. £",2005.0
